"","GSM844492","GSM844495","GSM844497","GSM844499","GSM844501","GSM844503","GSM844505","GSM844507","GSM844521","GSM844522","GSM844523","GSM844524"
"ZFP949",-5.4263108e-09,-8.054855e-09,-2.0602557e-08,-2.267557e-08,-5.2012728e-09,-2.0417663e-08,-2.5107177e-08,-2.5430645e-08,-2.0327725e-08,2.8170473e-09,-4.172081e-08,-2.058731e-08
"NRG1",-0.00132213164733,-0.000577444960032,-0.000383916732459,-0.00068927098017,-0.001130268303516,-0.00129566193015,-0.00188295735759,-0.00122580053988,-0.00165832891932,-0.000868850827542,-0.00186309937974,-0.000680175002121
"C130034I24RIK",0,0,0,0,0,0,0,0,0,0,0,0
"A930033H14RIK",0,0,0,0,0,0,0,0,0,0,0,0
"KLK13",1.68346807816e-05,-4.73616117854e-05,-0.000786075104518,0.000307562863278,-0.000349853533898,-0.00029888412785,-0.00092150942334,0.00011515037908,0.000307925279706,0.000187518987018,0.000657863727598,-4.77026684046e-05
"GM19313",0,0,0,0,0,0,0,0,0,0,0,0
"GM550",0,0,0,0,0,0,0,0,0,0,0,0
"GM15545",0,0,0,0,0,0,0,0,0,0,0,0
"FOXL2OS",0,0,0,0,0,0,0,0,0,0,0,0
"CCDC67",0,0,0,0,0,0,0,0,0,0,0,0
"A230009B12RIK",0,0,0,0,0,0,0,0,0,0,0,0
"C87977",0,0,0,0,0,0,0,0,0,0,0,0
"EMX2OS",0,0,0,0,0,0,0,0,0,0,0,0
"FAM170A",1.4330351e-06,8.094703e-07,1.5116172e-07,1.0700135e-06,3.531701e-06,1.49948e-08,8.013839e-07,-6.07221e-07,-1.989072e-06,5.119322e-07,8.580704e-07,-1.955917e-07
"GM1971",0,0,0,0,0,0,0,0,0,0,0,0
"HEATR3",4.19556024e-09,2.20276584e-09,-5.31579024e-09,5.87108412e-09,4.2258186e-09,7.65025236e-09,2.05751988e-08,6.67898136e-09,9.8316828e-09,9.82692e-10,1.6068132e-08,8.91983988e-09
"LOC100862245",0,0,0,0,0,0,0,0,0,0,0,0
"NXT2",4.4158835e-05,4.9373098e-05,1.69736366e-05,9.2802983e-06,1.16030437e-05,-3.9118564e-05,-1.31525524e-05,3.0768143e-06,5.3045811e-06,-2.35946297e-05,2.24930787e-05,2.4279054e-05
"TMEM231",-1.9589388e-06,2.8367664e-07,5.485506e-07,1.35345132e-06,-2.3183628e-06,3.1122468e-07,-1.33410264e-06,-3.0362592e-06,7.8030264e-09,-1.50309744e-06,-7.0759572e-07,-1.8107232e-06
"PHACTR1",-0.0009858274393,-0.00170999432318,-0.000258254361409,-0.00147817496123,-8.35190535894e-05,-0.000733503999008,-0.001222693681836,-0.000487579879765,-0.00135794802264,-0.0014227004528,-0.000337899078418,-0.000531828231583
"FAM13A",-6.6400232e-07,-5.5941192e-07,4.6803418e-08,1.429079e-07,-5.12349908e-07,5.6168608e-07,8.3024132e-08,4.5712974e-07,-5.9632248e-07,-1.37655324e-07,1.32267032e-07,6.3077024e-07
"SDHAF3",-3.3902295e-07,-2.94190146e-07,-3.73243452e-07,-7.837134e-07,3.11942286e-07,2.13984462e-07,-1.32010134e-07,-4.23691854e-07,-7.7896548e-10,-7.4897124e-07,9.4296582e-08,1.90074918e-07
"BSG",-1.171883e-06,3.6974072e-06,2.6748888e-06,-4.0179936e-08,-4.5365244e-08,-1.3819856e-06,-9.49866e-07,-1.74664044e-06,3.020152e-06,3.0657956e-07,-1.03174464e-06,-1.09696644e-06
"LIPH",2.0177325e-06,-7.2622725e-06,3.1807125e-05,1.49532775e-05,5.240795e-06,-3.0883475e-05,-2.1039725e-05,2.0518225e-05,-6.73547e-06,5.3701375e-06,-3.2583775e-07,2.0427575e-05
"GM32088",0,0,0,0,0,0,0,0,0,0,0,0
"WDR59",2.33874984e-07,-5.1861696e-08,4.491264e-07,3.92662464e-08,3.58694832e-07,2.20949544e-07,-1.40287536e-07,-3.79555872e-07,-1.1445216e-07,-4.7665824e-07,-2.17883832e-07,1.68298776e-08
"SH3RF2",-8.2252172e-06,1.08477662e-05,-3.0012772e-05,1.79184122e-05,-1.6178271e-05,-1.52834664e-05,2.66873602e-05,1.90161548e-05,2.3774142e-05,7.4382886e-06,1.48621838e-06,-2.60965454e-05
"SMIM1",-2.7973764e-05,3.8761983e-07,-2.2109841e-07,-3.3545187e-06,1.1756628e-05,-1.729728e-07,1.03474917e-05,2.2793589e-05,-7.6012911e-06,1.4792661e-05,2.222181e-06,7.6093173e-06
"9230114K14RIK",0,0,0,0,0,0,0,0,0,0,0,0
"WDR25",1.40991396e-06,-7.5965344e-07,-1.64525816e-07,-1.75987812e-06,-2.70115664e-07,-1.77148608e-06,-5.6055636e-07,3.6784384e-06,1.15607128e-06,-2.41755696e-06,-3.50658672e-06,8.629348e-07
"PEX10",-8.2180412626e-05,-0.00277538543464,7.12238326304e-05,-0.00082509935974,0.00167696000956,-0.000739668648636,0.00032400989458,-0.000433841025024,-0.0015150941468,-0.001075702579148,0.00233515080076,0.0001384829715764
"MTHFD1L",1.8125808e-06,-1.6022364e-06,-5.3688006e-07,-4.6404084e-07,-9.9778032e-07,-1.5705042e-06,-7.0663458e-07,-4.333164e-07,-9.9257934e-07,-1.2704304e-06,-5.7875106e-07,1.5048468e-07
"AA415437",0,0,0,0,0,0,0,0,0,0,0,0
"LOC552902",0,0,0,0,0,0,0,0,0,0,0,0
"AA386476",0,0,0,0,0,0,0,0,0,0,0,0
"1110018N20RIK",0,0,0,0,0,0,0,0,0,0,0,0
"TBRG3",0,0,0,0,0,0,0,0,0,0,0,0
"MPRIP",-4.55811928e-07,4.26785788e-07,-1.67977524e-07,-3.18225908e-07,1.2845404e-07,-2.32253736e-07,-7.8025376e-07,-3.82601648e-07,-1.13596912e-07,3.81482244e-09,-3.17743712e-07,8.1273764e-08
"B3GNT6",4.3688592e-05,-5.7839616e-05,-3.46388832e-05,6.09535584e-05,-4.60348704e-05,-0.00011368512,-2.25712224e-06,-8.28141408e-05,-5.0201424e-05,0.000117021888,-2.04926976e-05,-4.85730432e-05
"GM3556",0,0,0,0,0,0,0,0,0,0,0,0
"USP44",-3.47877166e-05,3.75034387e-05,-4.58702426e-05,-8.0028858e-05,2.11942003e-05,-0.000120542058,-0.000116676105,8.8863411e-05,5.36889717e-05,7.8432536e-05,-2.76433157e-05,1.7637256e-05
"GM20213",0,0,0,0,0,0,0,0,0,0,0,0
"PTPN6",-1.1367384e-07,-2.41173084e-06,9.931054e-07,-1.76895648e-06,1.42584472e-06,-6.497636e-07,-3.8153412e-07,3.1029556e-07,-1.3136846e-07,-2.9553324e-07,2.921508e-06,-5.5355292e-07
"D5ERTD301E",0,0,0,0,0,0,0,0,0,0,0,0
"4833441D16RIK",0,0,0,0,0,0,0,0,0,0,0,0
"GM15510",0,0,0,0,0,0,0,0,0,0,0,0
"2610028E06RIK",0,0,0,0,0,0,0,0,0,0,0,0
"GM13752",0,0,0,0,0,0,0,0,0,0,0,0
"B130055M24RIK",0,0,0,0,0,0,0,0,0,0,0,0
"B230303O12RIK",0,0,0,0,0,0,0,0,0,0,0,0
"5930435M05RIK",0,0,0,0,0,0,0,0,0,0,0,0
"ZC3HAV1L",-4.316988e-06,5.2339872e-06,4.6811544e-06,2.92662864e-06,4.3223856e-06,2.98174032e-06,9.4597464e-07,1.71013128e-06,2.78945472e-06,3.2391216e-06,-1.88225856e-06,3.9601848e-06
"9930017N22RIK",0,0,0,0,0,0,0,0,0,0,0,0
"GBX1",0.109422193716524,-0.1507776823683,0.099776944710326,-0.24575661119594,-0.067577488646928,-0.135407418877432,-0.00087892828544872,-0.22442175019524,0.28755579401276,-0.0145379600426294,-0.120059620913908,-0.033460924983668
"D630030B22RIK",0,0,0,0,0,0,0,0,0,0,0,0
"SLC35F3",-0.000127311354058,-0.00018235758212,-9.0831212052e-05,-0.000121622782729,-8.2043341324e-05,-9.7678167097e-05,-9.9019445098e-05,-0.00018781246407,-0.00028105340816,-9.4233045753e-05,-0.00031053852263,-9.5726709036e-05
"LRFN3",-7.10451e-06,-8.4246876e-06,3.26746308e-06,-8.7305652e-06,-1.94637408e-06,4.42239504e-07,-5.12866536e-06,-3.44903748e-06,-2.21462556e-06,-7.7067396e-06,-2.59989492e-06,1.15038084e-07
"ZER1",-6.5201248e-09,1.07282784e-08,4.998896e-09,1.4060032e-08,-1.4374864e-08,-1.56408e-08,2.0581792e-09,5.8658544e-09,1.4230048e-08,9.1673568e-09,1.035412e-08,-3.9144784e-09
"MGAM",6.0883872e-07,3.4790784e-07,-1.5304173e-06,-1.95927522e-06,8.1594564e-07,-8.8254834e-07,-7.3672674e-07,1.17581952e-06,-3.9321264e-06,-2.7228804e-06,5.0543232e-06,-5.2144638e-07
"POGK",0,0,0,0,0,0,0,0,0,0,0,0
"ZDBF2",0.00031176579252,-4.0891890503e-05,-0.000213287915931,0.00027307494819,-0.00032919027305,0.00045784952601,6.4388300063e-05,0.000185001853653,0.00029484936677,3.9863416778e-05,0.000161346283569,-0.000175151660602
"GM14137",6.96952084e-09,2.17871872e-09,4.10799772e-09,1.17096864e-10,-9.7789232e-09,-9.4025156e-09,-7.5246768e-09,3.15470692e-09,-9.1906008e-09,-1.42019116e-09,-2.85035904e-09,-8.135588e-09
"TBC1D2",9.8262e-06,5.70168036e-06,1.26168408e-05,1.12450662e-05,9.9761886e-06,5.99074368e-06,-2.3055108e-06,3.6917157e-06,-2.05475112e-06,6.3282582e-06,-1.1286843e-06,4.19706666e-06
"CYTL1",5.8676021075e-05,-2.74874625303e-05,-3.5754136552e-05,-0.000111606053762,-0.000293885864018,0.000235886365661,0.000265173443957,-0.0003733645132,-0.000113912111227,0.000191599964979,0.00024396098207,-1.8729403746e-05
"E130110O22RIK",0,0,0,0,0,0,0,0,0,0,0,0
"GM38582",0,0,0,0,0,0,0,0,0,0,0,0
"RNF133",-4.70595866e-08,-1.03106861e-08,-8.008988e-08,1.89381894e-08,8.6614138e-08,-3.6025171e-08,7.4092304e-08,-2.41062107e-08,-1.99383353e-08,-2.07963015e-08,4.86563129e-08,-6.6897779e-10
"GM6792",0,0,0,0,0,0,0,0,0,0,0,0
"A130010C12RIK",0,0,0,0,0,0,0,0,0,0,0,0
"GM9899",0,0,0,0,0,0,0,0,0,0,0,0
"STK32A",-8.2304838e-05,-4.00201344e-05,-2.9502945e-05,-0.000109779516,-1.17758682e-05,-7.02065988e-05,-5.21596278e-05,-0.00013655295,-0.000120601584,-2.09035728e-05,-9.4852926e-05,-0.0001077021
"NRN1L",0,0,0,0,0,0,0,0,0,0,0,0
"GM32501",0,0,0,0,0,0,0,0,0,0,0,0
"PPP1R36",3.29357616e-06,2.70518024e-05,-4.7286568e-05,3.56786248e-05,-3.60694096e-05,-1.42904776e-05,7.8605016e-06,1.47852208e-05,-4.42764e-06,-2.8230664e-05,1.10470304e-06,-3.17579584e-05
"C030023E24RIK",0,0,0,0,0,0,0,0,0,0,0,0
"PNMA3",-6.5415227e-05,-0.000157722495,-5.3574098e-05,-1.9476402e-05,1.29478875e-05,6.17722555e-06,-4.7683545e-05,-5.7498367e-05,5.25447325e-05,-7.1923573e-05,-4.12594435e-05,-6.23966105e-05
"GPR17",3.94477486e-06,-8.8030046e-07,6.3965798e-06,7.142278e-06,-4.17244906e-06,-7.6542466e-06,-6.0915114e-06,-1.05846182e-06,2.74593826e-06,-6.3048648e-06,-1.71260856e-07,1.0759164e-06
"ASPHD1",-7.7702457e-05,-7.1239854e-05,-6.7895835e-05,-6.6664521e-05,1.97883651e-06,-1.6688574e-05,-3.12227874e-05,-9.0558636e-06,-7.7511336e-05,-5.857719e-05,-2.30972322e-06,1.89675822e-05
"LINGO3",0.00014692107663,-0.00026628117201,-0.00011780866269,-0.000110879063637,-0.00022688600652,-7.0993613346e-05,3.0031915089e-05,2.4465866352e-05,-0.00014204495442,0.00029525594808,-9.9606388455e-05,-1.19505884619e-05
"GM4961",0,0,0,0,0,0,0,0,0,0,0,0
"ZBTB42",6.6174746e-05,1.8988904e-05,3.7753715e-05,3.9895202e-05,1.31800478e-05,5.1865757e-05,-2.58401666e-05,2.36866578e-05,1.3873822e-05,1.0108007e-05,4.835312e-06,3.6940166e-05
"GM4924",0,0,0,0,0,0,0,0,0,0,0,0
"HARBI1",-2.0754959e-08,-4.256801e-08,4.312875e-08,-1.02898705e-08,-4.706294e-08,1.15080755e-08,3.5630575e-09,-2.12570545e-08,-5.9677205e-09,7.467488e-09,1.19857645e-08,-5.6821565e-08
"DUOX1",0.000601910221374,-0.000158756706108,0.00096261079131,-0.000244603459611,-0.0007847948871,0.00175950463059,0.00154279498527,0.000614094000156,2.03074885188e-05,0.000224350736337,0.00020469254337,-0.00088925810337
"LRRC75B",-1.06796844e-05,-9.0787194e-06,-1.12680324e-05,-4.96168524e-06,-7.6386474e-06,-3.95376228e-06,-2.14452846e-06,-2.59054191e-06,-1.05259068e-05,-4.50291186e-06,-2.1039282e-06,-7.6728438e-06
"CCDC174",2.50904e-06,3.888304e-07,1.622992e-06,-3.994096e-06,4.912624e-07,-2.422592e-07,-2.892912e-06,3.637824e-07,1.933008e-06,-1.412808e-06,4.331568e-06,1.20248e-07
"STOX1",1.59697055e-05,-1.13094954e-05,4.7974381e-06,-4.4119411e-06,-3.5073528e-05,-1.94860918e-05,8.4795942e-06,-1.64978303e-05,-3.0349921e-07,-7.5561878e-06,-1.0039771e-05,2.0735638e-05
"ZFP839",2.77499544e-06,5.3629912e-07,3.0636564e-06,4.7205424e-06,-8.3479536e-07,4.1711936e-07,7.5606608e-07,-4.0740952e-08,-5.3805136e-06,3.59398536e-06,-5.3855704e-06,4.5706024e-06
"PFKFB4",4.2261648e-07,-1.61445972e-07,-1.28705928e-07,-1.1573326e-07,2.10304518e-07,8.9823818e-08,3.0282746e-07,4.950097e-07,-2.41231784e-07,-1.38758082e-07,2.8399228e-07,6.0777712e-07
"GM4285",0,0,0,0,0,0,0,0,0,0,0,0
"DENND2C",1.71054266e-05,6.1459516e-05,3.3660488e-05,4.481909e-05,1.3453859e-05,7.7607742e-06,-1.2471385e-06,-8.3005892e-06,1.1127572e-05,1.60947046e-05,-3.948728e-05,3.4689828e-06
"6720462K09RIK",0,0,0,0,0,0,0,0,0,0,0,0
"1500004F05RIK",0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS20",-5.9086208e-05,6.0793289e-05,1.58161726e-05,3.77786239e-05,4.50318893e-07,-6.7267881e-06,-4.22226831e-05,-3.15088631e-05,5.4147387e-05,1.00679813e-05,-7.6894114e-05,-1.98692746e-05
"CCDC24",3.52285e-07,7.41512e-07,4.17047e-07,2.81445e-07,7.1945e-07,1.21485e-06,1.13909e-06,-9.39263e-09,1.14963e-07,7.52384e-07,-3.33777e-07,1.13813e-06
"BC023202",0,0,0,0,0,0,0,0,0,0,0,0
"ZFP691",1.05706187e-08,-6.3269512e-09,1.10215199e-08,-3.3323791e-10,-1.49388163e-09,4.00091549e-09,-5.7028778e-09,1.49754428e-09,5.5664375e-10,-8.1957459e-09,2.61532182e-09,1.29187199e-09
"AW492981",0,0,0,0,0,0,0,0,0,0,0,0
"JUNOS",0,0,0,0,0,0,0,0,0,0,0,0
"GM5113",0,0,0,0,0,0,0,0,0,0,0,0
"AI606473",0,0,0,0,0,0,0,0,0,0,0,0
"CDH26",1.41309596e-05,-1.65304585e-05,-5.3689487e-06,7.4499057e-06,-8.3640824e-06,-6.5501004e-07,4.0347977e-06,-1.28014784e-05,-6.1979287e-06,1.08905709e-05,-1.01779558e-05,-1.8844453e-05
"ALMS1",-1.00202697e-05,3.40988004e-05,5.76268266e-05,0.000171978849,0.000103924527,2.05460556e-05,-9.824388e-06,0.00012287478,-4.65805284e-05,4.36921086e-05,2.82842763e-05,-6.37737513e-05
"TRIM66",0,0,0,0,0,0,0,0,0,0,0,0
"SLC1A7",8.1602305e-05,9.639633e-05,4.66823565e-05,5.2290897e-05,-5.5491355e-05,6.878772e-06,-8.795537e-05,-3.09982375e-05,-2.4874999e-05,8.390493e-07,-4.44651875e-05,-9.476133e-05
"C80256",0,0,0,0,0,0,0,0,0,0,0,0
"GM16551",0,0,0,0,0,0,0,0,0,0,0,0
"RAB44",8.8617648e-06,-1.14666804e-05,2.5307882e-05,-2.8808224e-05,-3.7830582e-05,2.344005e-05,-1.44848742e-05,5.4589078e-06,1.38194154e-05,1.9678778e-05,-5.5565674e-06,1.88421336e-05
"TMC7",2.5539705e-05,-8.2013994e-06,-9.0793134e-06,-6.1476039e-06,-2.2269672e-05,-2.842191e-05,-2.9629512e-05,-1.52586207e-05,-1.14593085e-05,-9.1834353e-06,-2.4946335e-05,-2.028744e-05
"6430562O15RIK",0,0,0,0,0,0,0,0,0,0,0,0
"LOC105243404",0,0,0,0,0,0,0,0,0,0,0,0
"CCDC187",0,0,0,0,0,0,0,0,0,0,0,0
"CELRR",0,0,0,0,0,0,0,0,0,0,0,0
"OXGR1",3.17746404e-05,-6.4398575025e-05,-0.000210548643375,-0.000182799112125,4.579423215e-05,8.839214115e-05,0.0001477581669,0.0001113380964,0.00027716337525,0.0001191498273,6.45192987e-06,0.000157192161825
"GM19569",0,0,0,0,0,0,0,0,0,0,0,0
"DBPHT2",0,0,0,0,0,0,0,0,0,0,0,0
"ZFP408",2.00132985e-09,3.7040766e-08,1.14021489e-08,2.52598559e-08,-4.5469033e-08,-8.8970255e-09,-2.92464872e-08,-1.05448461e-08,1.25852181e-08,-2.75326036e-08,6.9750254e-09,-2.67606412e-08
"1700106J12RIK",0,0,0,0,0,0,0,0,0,0,0,0
"3010001F23RIK",0,0,0,0,0,0,0,0,0,0,0,0
"DBX1",0.08025628200296,-0.0876120849715,0.01713866649384,-0.06645723000014,0.01680768310262,0.1423715489048,-0.04989401940578,-0.03973680381364,0.04681925956822,0.04248612873284,-0.07024785607078,0.1187169370588
"GM33628",0,0,0,0,0,0,0,0,0,0,0,0
"SDR16C6",0,0,0,0,0,0,0,0,0,0,0,0
"DHTKD1",-6.5242782e-10,1.22675124e-08,5.797399e-09,-3.9248916e-10,-1.29305268e-08,9.2211304e-09,4.0520004e-09,-1.54904732e-08,-5.361384e-09,1.9693134e-08,-1.19765512e-08,3.510236e-09
"FSD2",4.3558911e-05,-1.11329856e-05,2.20359447e-05,1.80783009e-05,8.23878e-06,2.32881264e-05,1.45787796e-05,2.69223075e-05,-7.6928049e-07,1.03540437e-05,-1.62503253e-06,-2.67931125e-05
"LOC100862415",0,0,0,0,0,0,0,0,0,0,0,0
"FAM208A",3.07671e-06,1.4875371e-07,-1.58192874e-06,-8.1218088e-08,3.319701e-06,3.5967372e-06,4.114824e-06,3.331461e-06,-1.4321034e-06,4.875108e-07,1.78308354e-06,4.0454694e-06
"AI607873",0,0,0,0,0,0,0,0,0,0,0,0
"FREM2",2.6914769e-05,5.85256e-06,0.00010883684,8.491553e-05,-5.365549e-05,-2.8091112e-05,-0.00013723332,2.9780289e-05,-6.091827e-05,3.2503317e-05,-4.0858062e-05,-4.2053858e-05
"MIR3069",0,0,0,0,0,0,0,0,0,0,0,0
"AI256396",0,0,0,0,0,0,0,0,0,0,0,0
"B3GLCT",2.8556083e-06,2.9801328e-06,3.5537043e-06,3.7725639e-06,1.53255378e-07,1.21687943e-06,1.78451603e-06,9.0899362e-07,3.0528692e-06,-3.6841095e-06,3.1068795e-06,1.417601e-06
"MACC1",-1.11477625e-07,1.10396125e-07,5.279825e-10,-4.68345e-09,-3.2226875e-07,-6.6209375e-08,-2.7285875e-07,2.14745e-08,-1.764625e-09,4.12185e-07,-5.106425e-08,-3.014125e-08
"QRFPR",-6.07749516e-05,-8.453052e-05,1.15695612e-05,5.29102764e-06,-3.7047618e-05,-0.00010580184,1.74023244e-05,2.81091096e-05,-5.96777688e-05,-1.56606264e-05,5.16652956e-06,0.000133340292
"1700129O19RIK",0,0,0,0,0,0,0,0,0,0,0,0
"KCNG1",-0.0020202231842,-0.02353089809075,-0.028092176046,-0.02611930584425,-0.0292033961155,-0.017954181653,0.01014836646325,-0.009410963488575,-0.0225073924425,-0.002246808101575,0.0252773754505,-0.0209887164775
"D130020L05RIK",0,0,0,0,0,0,0,0,0,0,0,0
"1700042G07RIK",0,0,0,0,0,0,0,0,0,0,0,0
"ZFP438",-1.3210327e-06,1.3927869e-06,1.3952907e-06,1.3187429e-06,1.2575068e-06,1.7116041e-07,3.4039696e-07,9.2962991e-07,-7.7575428e-07,4.0459803e-07,-2.8201348e-07,8.5486259e-07
"D030002E05RIK",0,0,0,0,0,0,0,0,0,0,0,0
"NAALADL1",3.2602503e-06,-4.7009616e-06,1.4904033e-05,-1.04099082e-06,-1.8337332e-05,3.1543473e-05,1.3503555e-05,-1.17365985e-05,-7.6041429e-06,1.3808595e-05,5.9837532e-06,-3.3140874e-06
"ASCC3",5.6332012e-08,-2.45667256e-08,-3.50747816e-08,-4.6540588e-08,8.1914552e-09,-2.8474089e-08,2.17047434e-08,6.0987064e-08,-3.2108819e-08,-3.13073448e-09,-5.573571e-09,5.4690558e-08
"FAM131C",7.638032e-05,2.54753568e-05,0.000128438944,7.318432e-05,-7.268656e-05,-3.81574656e-05,2.061896e-05,-9.9950752e-05,-9.4592352e-06,8.331632e-06,-5.4602912e-05,-0.000107535744
"ZFP473",1.6612095e-08,-2.8335115e-08,-1.67262317e-08,-1.56440178e-08,-4.8146965e-08,2.65046507e-09,-7.9324334e-09,-2.44772784e-09,1.31369378e-08,2.6990653e-08,-3.5793409e-08,6.925943e-09
"D630038D15RIK",0,0,0,0,0,0,0,0,0,0,0,0
"NLRP9B",2.04421393e-05,-3.78020094e-05,4.00351553e-05,5.0067475e-05,-5.4930762e-05,1.77868507e-05,2.13674236e-05,1.03804569e-05,-2.06902613e-05,5.6039647e-05,1.97618635e-05,-3.18101505e-05
"GM7854",0,0,0,0,0,0,0,0,0,0,0,0
"D930028M14RIK",0,0,0,0,0,0,0,0,0,0,0,0
"LKAAEAR1",-9.9753552e-05,-3.11590314e-05,0.000138143394,6.19597674e-05,-0.000129689532,-0.00017997849,4.8682917e-05,-4.57362288e-05,0.000167091606,0.00013644234,-6.60190716e-05,-8.37466614e-05
"FAM19A1",-4.1385536e-05,-4.20307568e-05,-3.227288e-05,-4.20858128e-05,-7.5563472e-05,-6.3821152e-05,-7.0214752e-05,-7.2022128e-05,-3.14060144e-05,-2.05195488e-05,-0.000106057392,-8.0853584e-05
"AW552889",0,0,0,0,0,0,0,0,0,0,0,0
"GM33374",0,0,0,0,0,0,0,0,0,0,0,0
"A030001D16RIK",0,0,0,0,0,0,0,0,0,0,0,0
"AU046084",0,0,0,0,0,0,0,0,0,0,0,0
"PKD2L1",0.00021813357442,-0.00095600432635,-5.4493273726e-05,-3.4254104526e-05,0.00027520858304,0.000101464139074,-8.3519937248e-06,-0.00103151655634,-0.00046706570475,0.0017951371014,0.00031590199708,-0.00091873557827
"GM17776",0,0,0,0,0,0,0,0,0,0,0,0
"AA415038",0,0,0,0,0,0,0,0,0,0,0,0
"FAM163A",-0.02053527213962,0.01222549901132,0.01339932661725,0.01447600171619,-0.01171720432729,-0.00965878123896,-0.01115424831864,-0.0006502694772084,0.003880272520054,-0.01034914125105,-0.001263434624725,0.00286492102932
"GM10643",0,0,0,0,0,0,0,0,0,0,0,0
"SHC4",-6.093798e-05,-3.91701027e-05,-0.000156567465,-6.5310273e-06,-5.749968e-05,-8.3133384e-05,-4.38931023e-05,-2.84022891e-05,-4.64769141e-05,-4.7280393e-05,-3.29066505e-05,-2.22234285e-05
"DEFB42",-0.001080591733506,-0.00432423308646,0.000317595285124,-0.000596048235934,0.002705477927512,-0.00320656542031,0.00585780136914,-0.000997160233502,-0.001167874835798,0.00367069627788,0.00558260779416,-0.001956473361778
"2900035I09RIK",0,0,0,0,0,0,0,0,0,0,0,0
"LRRC10B",-0.000103563798344,-0.000328746354448,-0.00034370047588,-0.000195607408296,-0.00047395378192,-0.000148055425712,-0.000354029263512,-0.000192011189072,-0.00048727048192,-0.000158845858944,-0.000134893199432,-0.00058913435912
"FAT2",3.3996886e-06,1.73420177e-06,-1.24227768e-05,-4.5711918e-08,2.42923401e-05,3.3452391e-05,4.9000931e-06,-2.6911213e-05,-2.63984007e-05,2.66717668e-05,-2.48992793e-05,-5.5606922e-05
"PLEKHG4",2.30882789e-06,-5.01263451e-06,-6.6278511e-06,-5.46077278e-06,8.14837781e-06,1.26735374e-05,1.13911538e-06,6.63629989e-06,-6.29222534e-07,2.96542838e-06,1.37836855e-05,-4.99019544e-06
"CSMD2",-0.0001237471795511,-0.002718138700081,-0.001512580095607,-0.001470202163955,-0.000524834909578,-0.000803176524311,-0.002931370166844,-0.002022351241533,-0.001268237791492,0.00436401876407,-0.002564059478393,0.001502330454065
"TTC22",-4.73423923e-05,0.000135524326,-8.8287654e-06,-3.27394788e-05,-0.000128264458,1.08041801e-05,-2.32267567e-05,4.17719442e-05,-7.1074325e-06,-4.11127031e-05,2.95447838e-05,-2.59589169e-05
"AI428301",0,0,0,0,0,0,0,0,0,0,0,0
"LOC102632821",0,0,0,0,0,0,0,0,0,0,0,0
"LOC552882",0,0,0,0,0,0,0,0,0,0,0,0
"TRHDE",-6.31766564e-05,-4.33599892e-06,5.31489904e-06,-1.7112722e-05,-5.85573692e-05,-9.5321842e-05,-0.000155751574,-2.55484482e-05,5.81595674e-05,3.3007293e-05,-0.000111740222,5.16665336e-05
"PLCH1",9.441711e-07,2.47750735e-06,5.982364e-07,-1.09380985e-07,4.1040695e-06,-6.7930535e-07,4.245522e-06,-8.3248115e-07,-2.15992805e-06,8.295813e-07,-3.699713e-06,1.32900155e-06
"CFAP221",0.000233010248224,-0.000323254305166,-0.00048206895152,-3.74576605754e-05,-0.00088683187242,0.000190769494734,-0.00033211235382,-0.00022645957217,0.000301018472118,-0.000111969101036,-0.000104129915734,-0.000246144175004
"9530029O12RIK",0,0,0,0,0,0,0,0,0,0,0,0
"D730035F11RIK",0,0,0,0,0,0,0,0,0,0,0,0
"TRPA1",-3.614052e-06,-1.0095111e-05,-4.90932e-06,5.075382e-06,-7.714278e-06,-6.297252e-05,-3.0345276e-07,-5.629884e-05,-5.786781e-05,1.2311247e-05,3.966573e-05,-5.902689e-05
"LRRC36",0.000127842476,3.87294537e-05,-7.2950898e-06,-7.0932204e-05,-0.000168505468,-0.000106780565,-0.00010908379,3.42445529e-05,5.6207343e-05,2.35462891e-05,-2.76005759e-05,-2.23905028e-05
"NLRP4E",-4.11739081e-06,-7.8675116e-06,5.0652082e-06,-1.33193073e-05,-7.23232653e-06,-2.61751061e-06,-7.78717277e-06,-6.64233453e-06,1.22254431e-06,1.86884724e-07,-4.95168232e-06,4.03790842e-06
"DESI1",-1.25478173e-06,4.73662857e-06,-3.64052654e-06,-1.22647656e-06,-5.6771602e-06,-5.1109514e-06,1.60336588e-06,4.14064427e-06,-5.5075716e-07,-1.22015783e-06,9.6368274e-07,8.0291085e-06
"NRON",7.49525e-08,-1.0147214e-08,2.015706e-07,3.121636e-08,-2.004366e-07,4.930338e-08,-3.04591e-08,2.793042e-08,4.194456e-09,1.661198e-08,-1.3330548e-07,1.1383232e-07
"SERPINB9D",-1.0022448e-05,-4.9626788e-06,2.7155576e-05,9.328726e-07,1.0709267e-05,-1.553116e-05,1.8302744e-05,-3.6230602e-06,-6.3416622e-06,3.2917516e-05,-1.13564144e-06,-5.4520956e-06
"1700092E19RIK",0,0,0,0,0,0,0,0,0,0,0,0
"GM13111",0,0,0,0,0,0,0,0,0,0,0,0
"OLFR288",0.00011361149774,-6.6543741628e-05,8.7838764234e-05,0.000100742904704,8.1242869292e-05,-6.4397182928e-05,3.0627859002e-05,-9.338374201e-05,0.00020740714696,-7.5267630438e-05,0.00021109690732,4.2810608074e-05
"GM11266",0,0,0,0,0,0,0,0,0,0,0,0
